storage_filesystem_path, first_date, days, first_date_usage, last_date_usage, difference, maximum, minimum, average, standard_deviation, variance
/storage2/fs1/amlai, 2025-03-01, 31, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
/storage2/fs1/wucci, 2025-03-01, 31, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
/storage2/fs1/cmasteller, 2025-03-01, 31, 3.43, 3.43, 0.0, 3.43, 3.43, 3.43, 0.0, 0.0
/storage2/fs1/meers, 2025-03-01, 31, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
/storage2/fs1/shawp, 2025-03-01, 31, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
/storage2/fs1/sinclair.deborah, 2025-03-01, 31, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
/storage2/fs1/cao.yang, 2025-03-01, 31, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
/storage2/fs1/elyn, 2025-03-01, 31, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
/storage2/fs1/xmartin, 2025-03-01, 31, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
/storage2/fs1/chsieh, 2025-03-01, 31, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
/storage2/fs1/rouse, 2025-03-01, 31, 0.01, 0.17, 0.16, 0.17, 0.0, 0.09, 0.07, 0.01
/storage2/fs1/yixin.chen, 2025-03-01, 31, 2.62, 2.64, 0.02, 2.64, 2.62, 2.63, 0.01, 0.0
/storage2/fs1/ger, 2025-03-01, 31, 0.02, 0.02, 0.0, 0.02, 0.02, 0.02, 0.0, 0.0
/storage2/fs1/maihe, 2025-03-01, 31, 0.88, 0.88, 0.0, 0.88, 0.88, 0.88, 0.0, 0.0
/storage2/fs1/mmahjoub, 2025-03-01, 31, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
/storage2/fs1/likai.chen, 2025-03-01, 31, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
/storage2/fs1/slenze, 2025-03-01, 31, 1.05, 1.05, 0.0, 1.05, 1.05, 1.05, 0.0, 0.0
/storage2/fs1/jmding, 2025-03-01, 31, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
/storage2/fs1/lima, 2025-03-01, 31, 0.99, 0.99, 0.0, 0.99, 0.99, 0.99, 0.0, 0.0
/storage2/fs1/debabratapatra, 2025-03-01, 31, 1.2, 1.2, 0.0, 1.2, 1.2, 1.2, 0.0, 0.0
/storage2/fs1/molly.schroeder, 2025-03-01, 31, 4.02, 4.02, 0.0, 4.02, 4.02, 4.02, 0.0, 0.0
/storage2/fs1/shao.j, 2025-03-01, 31, 0.24, 0.24, 0.0, 0.24, 0.24, 0.24, 0.0, 0.0
/storage2/fs1/cifarelli, 2025-03-01, 31, 1.07, 1.07, 0.0, 1.07, 1.07, 1.07, 0.0, 0.0
/storage2/fs1/sleong_summer, 2025-03-01, 31, 0.72, 0.72, 0.0, 0.72, 0.72, 0.72, 0.0, 0.0
/storage2/fs1/englands, 2025-03-01, 31, 0.01, 0.01, 0.0, 0.01, 0.01, 0.01, 0.0, 0.0
/storage2/fs1/w.qian, 2025-03-01, 31, 0.17, 0.18, 0.01, 0.18, 0.17, 0.18, 0.01, 0.0
/storage2/fs1/rfugina, 2025-03-01, 31, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
/storage2/fs1/daryls3, 2025-03-01, 31, 0.03, 0.03, 0.0, 0.03, 0.03, 0.03, 0.0, 0.0
/storage2/fs1/kdandurand, 2025-03-01, 31, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
/storage2/fs1/abrummett, 2025-03-01, 31, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
/storage2/fs1/vtieppofrancio, 2025-03-01, 31, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
/storage2/fs1/kirilloff, 2025-03-01, 31, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
/storage2/fs1/shaffique, 2025-03-01, 31, 0.6, 0.68, 0.08, 0.68, 0.49, 0.6, 0.06, 0.0
/storage2/fs1/kongf, 2025-03-01, 31, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
/storage2/fs1/yany, 2025-03-01, 31, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
/storage2/fs1/dricardo, 2025-03-01, 31, 1.44, 1.44, 0.0, 1.44, 1.44, 1.44, 0.0, 0.0
/storage2/fs1/tunayilker, 2025-03-01, 31, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
/storage2/fs1/RADONC-ViewRay, 2025-03-01, 31, 0.99, 0.0, -0.99, 9.61, 0.0, 3.39, 2.22, 4.92
/storage2/fs1/firsztj, 2025-03-01, 31, 1.35, 1.38, 0.03, 1.38, 1.35, 1.37, 0.01, 0.0
/storage2/fs1/zhour, 2025-03-01, 31, 0.18, 1.04, 0.86, 1.04, 0.17, 0.33, 0.17, 0.03
/storage2/fs1/satochihiro, 2025-03-01, 31, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
/storage2/fs1/hartman_m, 2025-03-01, 31, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
/storage2/fs1/leejm, 2025-03-01, 31, 1.55, 1.55, 0.0, 1.55, 1.55, 1.55, 0.0, 0.0
/storage2/fs1/guozhen, 2025-03-01, 31, 0.08, 0.1, 0.02, 0.1, 0.08, 0.1, 0.01, 0.0
/storage2/fs1/f.alex, 2025-03-01, 31, 0.65, 0.65, 0.0, 0.65, 0.65, 0.65, 0.0, 0.0
/storage2/fs1/mingzhou.zhou, 2025-03-01, 31, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
/storage2/fs1/cfritz, 2025-03-01, 31, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
/storage2/fs1/RIS-Services, 2025-03-01, 31, 0.7, 0.96, 0.26, 0.96, 0.7, 0.74, 0.08, 0.01
/storage2/fs1/alirezag, 2025-03-01, 31, 4.21, 4.21, 0.0, 4.21, 4.21, 4.21, 0.0, 0.0
/storage2/fs1/matthew.brier, 2025-03-01, 31, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
/storage2/fs1/hui, 2025-03-01, 31, 3.91, 3.94, 0.03, 3.94, 3.91, 3.92, 0.01, 0.0
/storage2/fs1/oren, 2025-03-01, 31, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
/storage2/fs1/hema.adhikari, 2025-03-01, 31, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
/storage2/fs1/djoshu, 2025-03-01, 31, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
/storage2/fs1/syidan, 2025-03-01, 31, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
/storage2/fs1/sdahiya, 2025-03-01, 31, 0.15, 0.15, 0.0, 0.15, 0.15, 0.15, 0.0, 0.0
/storage2/fs1/ariela, 2025-03-01, 31, 0.09, 0.12, 0.03, 0.12, 0.09, 0.12, 0.01, 0.0
/storage2/fs1/rtriplett, 2025-03-01, 31, 0.11, 0.12, 0.01, 0.12, 0.11, 0.11, 0.0, 0.0
/storage2/fs1/cfeliciano, 2025-03-01, 31, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
/storage2/fs1/margotm, 2025-03-01, 31, 0.11, 0.11, 0.0, 0.11, 0.11, 0.11, 0.0, 0.0
/storage2/fs1/wbuchser, 2025-03-01, 31, 6.5, 6.54, 0.04, 6.54, 6.5, 6.52, 0.01, 0.0
/storage2/fs1/DSG, 2025-03-01, 31, 2.52, 14.71, 12.19, 14.71, 2.52, 11.05, 5.04, 25.41
/storage2/fs1/hdean, 2025-03-01, 31, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
/storage2/fs1/lu, 2025-03-01, 31, 4.91, 6.02, 1.11, 6.02, 4.91, 5.35, 0.45, 0.2
/storage2/fs1/bol, 2025-03-01, 31, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
/storage2/fs1/aoestreich, 2025-03-01, 31, 0.19, 0.2, 0.01, 0.2, 0.19, 0.19, 0.0, 0.0
/storage2/fs1/x.cui, 2025-03-01, 31, 30.87, 26.51, -4.36, 31.25, 23.01, 26.88, 3.06, 9.34
/storage2/fs1/rpokorne2, 2025-03-01, 31, 2.04, 2.04, 0.0, 2.04, 2.04, 2.04, 0.0, 0.0
/storage2/fs1/mpagel, 2025-03-01, 31, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
/storage2/fs1/hex, 2025-03-01, 31, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
/storage2/fs1/sanadkaram, 2025-03-01, 31, 22.06, 23.96, 1.9, 23.96, 22.06, 23.24, 0.9, 0.8
/storage2/fs1/gomes, 2025-03-01, 31, 0.14, 0.14, 0.0, 0.14, 0.14, 0.14, 0.0, 0.0
/storage2/fs1/r.lawrence, 2025-03-01, 31, 1.71, 1.76, 0.05, 1.76, 1.7, 1.74, 0.02, 0.0
/storage2/fs1/bphilip, 2025-03-01, 31, 19.73, 21.93, 2.2, 21.93, 19.73, 20.3, 0.82, 0.67
/storage2/fs1/abby.green, 2025-03-01, 31, 4.03, 3.77, -0.26, 5.54, 3.52, 4.29, 0.76, 0.58
/storage2/fs1/rgovindan, 2025-03-01, 31, 78.9, 83.92, 5.02, 83.92, 78.9, 80.92, 1.19, 1.42
/storage2/fs1/cspohl-ris, 2025-03-01, 31, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
/storage2/fs1/cspohl, 2025-03-01, 31, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
/storage2/fs1/struck, 2025-03-01, 31, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
/storage2/fs1/christopherking, 2025-03-01, 31, 5.02, 5.38, 0.36, 5.38, 5.02, 5.15, 0.11, 0.01
/storage2/fs1/groves.a, 2025-03-01, 31, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
/storage2/fs1/erabinowitz, 2025-03-01, 31, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
/storage2/fs1/sibley, 2025-03-01, 31, 11.01, 22.09, 11.08, 22.09, 11.01, 20.83, 2.73, 7.48
/storage2/fs1/UMD, 2025-03-01, 31, 0.9, 0.9, 0.0, 0.9, 0.9, 0.9, 0.0, 0.0
/storage2/fs1/hellerk, 2025-03-01, 31, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
/storage2/fs1/ted, 2025-03-01, 31, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
/storage2/fs1/e.g.schmitt, 2025-03-01, 31, 2.31, 2.32, 0.01, 2.32, 2.31, 2.32, 0.01, 0.0
/storage2/fs1/akiu, 2025-03-01, 31, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
/storage2/fs1/faccior, 2025-03-01, 31, 0.14, 0.14, 0.0, 0.14, 0.14, 0.14, 0.0, 0.0
/storage2/fs1/apte, 2025-03-01, 31, 17.52, 25.1, 7.58, 25.1, 17.52, 24.4, 1.81, 3.28
/storage2/fs1/fuzhongzhang, 2025-03-01, 31, 0.0, 0.06, 0.06, 0.06, 0.0, 0.05, 0.02, 0.0
/storage2/fs1/xing.huang, 2025-03-01, 31, 0.03, 0.32, 0.29, 0.32, 0.03, 0.26, 0.11, 0.01
/storage2/fs1/joshua.yuan, 2025-03-01, 31, 0.05, 0.25, 0.2, 0.25, 0.05, 0.24, 0.03, 0.0
/storage2/fs1/milbourn, 2025-03-01, 31, 0.1, 0.1, 0.0, 0.1, 0.1, 0.1, 0.0, 0.0
/storage2/fs1/gunnar, 2025-03-03, 30, 0.0, 0.18, 0.18, 0.28, 0.0, 0.1, 0.11, 0.01
/storage2/fs1/brettd, 2025-03-05, 25, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
/storage2/fs1/mgalford, 2025-03-11, 22, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
/storage2/fs1/lilijin, 2025-03-12, 21, 0.0, 0.23, 0.23, 0.23, 0.0, 0.22, 0.05, 0.0
/storage2/fs1/cpottier, 2025-03-21, 12, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
/storage2/fs1/hu.h, 2025-03-24, 9, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
/storage2/fs1/mmitreva4, 2025-03-31, 2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
